feature,mean,std,abs_mean,std_over_abs_mean
month,-0.04994088053406467,0.06588770339995988,0.04994088053406467,1.31931401079358
month_cos,0.031976662810652874,0.06235221794191949,0.031976662810652874,1.9499288687857428
month_sin,0.03286958480721309,0.07002216933215458,0.03286958480721309,2.13030282380654
