auto_id,time,open_vix,high_vix,low_vix,close_vix,volume_vix,open_vnindex,high_vnindex,low_vnindex,close_vnindex,volume_vnindex,vnindex_close_lag_1,vnindex_close_lag_2,vnindex_close_lag_3,vnindex_return_1d_lag_1,vix_return_1d_lag_1,vnindex_ma5_lag_1,vix_vol_ma5_lag_1,SMA_10,SMA_20,RSI_14,SMA_10_dist,SMA_20_dist,BB_lower,BB_upper,BB_width,BB_position,MACD,MACD_Signal,MACD_Hist,ATR_14,ATR_14_ratio,Rolling_Std_10,OBV,ADX_14,Stoch_k,Stoch_d,day_of_week,month,return_5d,return_10d,return_20d,target_close_T1,target_return_T1,target_trend_T1,target_close_T3,log_return_T3,target_trend_T3,max_close_next_5_days,log_return_max,target_trend_T5,max_close_next_3_days_after_T2,log_return_max_real,target_trend_T5_Real
11,2016-09-05,0.96,0.96,0.92,0.93,884982.0,669.3,670.08,660.31,664.55,103194860.0,669.19,674.63,672.67,-0.008063679350162278,0.02083333333333326,670.7360000000001,410021.8,0.9659999999999999,1.0055000000000003,37.19394612270611,-0.03726708074534142,-0.07508702138239703,0.9161809385582071,1.0948190614417934,0.17766098745259692,0.07735785183321937,-0.04709989543150872,-0.04917065604360384,0.0020707606120951225,0.039834813506444425,0.04283313280262841,0.020655911179775017,-2305068.0,28.632078886472577,11.484593837535016,13.352007469654527,0,9,-0.07920792079207917,-0.07920792079207917,-0.10576923076923073,0.9,-0.032258064516129115,0,0.9,-0.032789822822990956,0,0.98,0.05236798551731594,1,0.9,-0.032789822822990956,0
12,2016-09-06,0.93,0.93,0.9,0.9,520414.0,666.38,668.4,663.9,663.9,87906500.0,664.55,669.19,674.63,-0.006933755734544911,-0.05102040816326525,670.096,430933.6,0.9599999999999999,0.9990000000000003,33.930804205587414,-0.06249999999999983,-0.09909909909909938,0.8989158249009173,1.0990841750990834,0.20036871891708316,0.005416316305796756,-0.05006407183827899,-0.049349339202538874,-0.000714732635740116,0.0391323268274127,0.04348036314156967,0.029439202887761022,-2825482.0,28.795180884719382,9.103641456582634,12.41830065359477,1,9,-0.06249999999999989,-0.06249999999999989,-0.12621359223300976,0.88,-0.022222222222222254,0,0.95,0.05406722127027579,1,0.98,0.08515780834030677,1,0.95,0.05406722127027579,1
13,2016-09-07,0.9,0.9,0.88,0.88,549735.0,663.05,663.68,657.07,661.28,88002530.0,663.9,664.55,669.19,-0.0009781054849146154,-0.032258064516129115,668.988,474295.0,0.9519999999999998,0.9900000000000003,31.92021678539319,-0.07563025210084018,-0.1111111111111114,0.8810335638348805,1.0989664361651201,0.22013421447498943,-0.004742578867653916,-0.053411343133175526,-0.05016173998866621,-0.003249603144509318,0.0377657320540261,0.04291560460684784,0.038815804341360234,-3375217.0,29.379689793720786,1.9607843137254914,7.516339869281047,2,9,-0.10204081632653061,-0.08333333333333326,-0.16981132075471705,0.9,0.022727272727272707,1,0.93,0.05526267867504952,1,0.98,0.10763066419236536,1,0.95,0.0765400771223344,1
14,2016-09-08,0.88,0.93,0.88,0.9,614985.0,661.89,668.2,660.54,666.07,112627640.0,661.28,663.9,664.55,-0.003946377466485962,-0.022222222222222254,666.71,531729.4,0.9459999999999998,0.9820000000000003,36.00403218517524,-0.04862579281183914,-0.08350305498981697,0.8711943379747997,1.092805662025201,0.2256734460798382,0.1299828072804123,-0.05382973126298718,-0.0508953382435304,-0.002934393019456777,0.0386396083358814,0.04293289815097933,0.041952353926807205,-2760232.0,28.70761778205511,4.16666666666667,5.0770308123249315,3,9,-0.06249999999999989,-0.06249999999999989,-0.15094339622641506,0.95,0.05555555555555558,1,0.9,0.0,0,0.95,0.05406722127027579,1,0.95,0.05406722127027579,1
15,2016-09-09,0.92,0.95,0.9,0.95,870755.0,669.24,672.39,666.88,666.88,95460760.0,666.07,661.28,663.9,0.007243527703847175,0.022727272727272707,664.9979999999999,613105.4,0.9449999999999998,0.9760000000000002,44.902311072003904,0.005291005291005414,-0.026639344262295327,0.8725032418509194,1.079496758149081,0.21208352079729673,0.3743922009491888,-0.04955548001126708,-0.05062736659707774,0.001071886585810658,0.03945106488331845,0.04152743671928258,0.04169998667732383,-1889477.0,27.382180201309982,19.722222222222207,8.61655773420479,4,9,-0.030612244897959218,-0.01041666666666663,-0.1121495327102805,0.93,-0.021052631578947323,0,0.85,-0.11122563511022437,0,0.95,0.0,0,0.93,-0.02127739844728485,0
16,2016-09-12,0.95,0.95,0.9,0.93,359402.0,665.77,666.04,655.55,659.76,88572250.0,666.88,666.07,661.28,0.0012160883991170213,0.05555555555555558,664.536,688174.2,0.9369999999999999,0.9705000000000003,42.364825958308614,-0.007470651013873955,-0.041731066460587524,0.8696666304190249,1.0713333695809757,0.20779674308289614,0.2991736259122221,-0.047237414443551784,-0.04994937616637255,0.0027119617228207674,0.040204560248795713,0.043230709944941624,0.03497618237220054,-2248879.0,26.151416733475223,30.833333333333325,18.240740740740733,0,9,0.0,-0.07920792079207917,-0.10576923076923073,0.9,-0.032258064516129115,0,0.88,-0.05526267867504953,0,0.95,0.02127739844728488,1,0.9,-0.032789822822990956,0
17,2016-09-13,0.92,0.92,0.9,0.9,414005.0,658.61,661.74,654.95,659.72,81226280.0,659.76,666.88,666.07,-0.010676583493282155,-0.021052631578947323,663.5780000000001,583058.2,0.9309999999999999,0.9635000000000001,38.82096198026101,-0.033297529538130956,-0.0659055526725481,0.8635473796452018,1.0634526203547985,0.20747819482054664,0.18234949831932187,-0.04727611048658331,-0.049414723030414706,0.0021386125438313947,0.039475663088167454,0.043861847875741614,0.03573047252229905,-2662884.0,25.00856494191438,31.111111111111104,27.22222222222221,1,9,0.0,-0.06249999999999989,-0.13461538461538458,0.85,-0.05555555555555558,0,0.87,-0.03390155167568134,0,0.95,0.05406722127027579,1,0.88,-0.02247285585205863,0
18,2016-09-14,0.82,0.88,0.82,0.85,761435.0,658.16,661.82,656.64,656.64,92963280.0,659.72,659.76,666.88,-6.0628107190430214e-05,-0.032258064516129115,662.742,561776.4,0.9179999999999999,0.9530000000000001,33.7531615027442,-0.07407407407407403,-0.10807974816369369,0.8516200476581138,1.0543799523418864,0.21275960617394812,-0.007989980369346224,-0.05075627279395467,-0.0496830329831227,-0.0010732398108319677,0.04237025858186978,0.04984736303749386,0.03938414796731315,-3424319.0,25.809938476980488,20.31746031746033,27.420634920634917,2,9,-0.03409090909090917,-0.13265306122448983,-0.19811320754716988,0.88,0.03529411764705892,1,0.87,0.023256862164267183,1,0.95,0.1112256351102244,1,0.88,0.03468555798789011,1
19,2016-09-15,0.85,0.88,0.85,0.88,535005.0,657.46,660.32,654.84,656.18,105142830.0,656.64,659.72,659.76,-0.004668647304917339,-0.05555555555555558,661.8140000000001,604116.4,0.9099999999999999,0.9450000000000001,38.9064505937449,-0.03296703296703288,-0.06878306878306883,0.8473432434223611,1.042656756577639,0.20668096630188135,0.16720172634279615,-0.05051131422800381,-0.04984868923209893,-0.0006626249959048799,0.04148666868316482,0.04714394168541457,0.038005847503306024,-2889314.0,26.55407104525616,18.73015873015874,23.38624338624339,3,9,-0.022222222222222254,-0.08333333333333326,-0.15384615384615385,0.87,-0.011363636363636354,0,0.87,-0.011428695823622744,0,0.93,0.05526267867504952,1,0.87,-0.011428695823622744,0
20,2016-09-16,0.8,0.9,0.8,0.87,691954.0,654.68,657.53,651.31,651.31,184317130.0,656.18,656.64,659.72,-0.0007005360623781876,0.03529411764705892,659.836,588120.4,0.8989999999999999,0.9365000000000001,37.84952784867601,-0.03225806451612894,-0.07100907634810476,0.8442132614875558,1.0287867385124443,0.19708860333677355,0.13970988100834775,-0.05054148840877737,-0.049987249067434625,-0.0005542393413427438,0.045666192348653066,0.05248987626281962,0.030713731999440344,-3581268.0,28.03676770942836,24.430641821946168,21.159420289855078,4,9,-0.0842105263157894,-0.11224489795918369,-0.16346153846153855,0.87,0.0,0,0.88,0.01142869582362285,0,0.9,0.033901551675681416,1,0.88,0.01142869582362285,0
21,2016-09-19,0.87,0.9,0.87,0.87,208770.0,656.68,658.35,653.97,657.89,104348350.0,651.31,656.18,656.64,-0.007421744033649258,-0.011363636363636354,656.722,552360.2,0.8929999999999999,0.9295,37.84952784867602,-0.025755879059350405,-0.06401291016675632,0.83947661122621,1.01952338877379,0.19370282683978488,0.16953032533850132,-0.04998915777082191,-0.04998763080811208,-1.5269627098302152e-06,0.044547178609463584,0.05120365357409607,0.0298328677803545,-3581268.0,29.41355746901683,31.949438814427364,25.036746455510755,0,9,-0.06451612903225812,-0.06451612903225812,-0.13861386138613863,0.87,0.0,0,0.88,0.01142869582362285,0,0.88,0.01142869582362285,0,0.88,0.01142869582362285,0
22,2016-09-20,0.88,0.88,0.87,0.87,231359.0,656.2,663.37,653.28,663.37,100490650.0,657.89,651.31,656.18,0.010102716064546824,0.0,656.348,522233.8,0.8899999999999999,0.9249999999999999,37.84952784867602,-0.02247191011235945,-0.05945945945945939,0.8324342339056563,1.0175657660943436,0.200142196960743,0.20291392638643763,-0.048986743079878714,-0.049787453262465406,0.0008007101825866919,0.04207952299450191,0.04836726780977231,0.030550504633040806,-3581268.0,30.692005102920408,34.70633104500379,30.36213722712577,1,9,-0.033333333333333326,-0.033333333333333326,-0.09375,0.88,0.011494252873563315,1,0.9,0.033901551675681416,1,0.88,0.01142869582362285,0,0.9,0.033901551675681416,1
23,2016-09-21,0.88,0.88,0.87,0.88,171500.0,663.12,668.83,662.79,668.48,134925820.0,663.37,657.89,651.31,0.00832965997355184,0.0,657.078,485704.6,0.8899999999999999,0.9209999999999999,39.889053847187206,-0.011235955056179662,-0.0445168295331161,0.8278899914927953,1.0141100085072046,0.20219328666059638,0.2798303283538663,-0.04684540116441194,-0.049199042842854715,0.0023536416784427777,0.03978812849489465,0.045213782380562104,0.030550504633040806,-3409768.0,31.87913504868802,38.596491228070164,35.08408702916711,2,9,0.03529411764705892,0.0,-0.08333333333333326,0.88,0.0,0,0.87,-0.011428695823622744,0,0.88,0.0,0,0.9,0.022472855852058576,1
24,2016-09-22,0.87,0.9,0.87,0.88,304000.0,671.41,675.36,671.14,671.38,112592880.0,668.48,663.37,657.89,0.007703091788896055,0.011494252873563315,659.446,367717.6,0.8879999999999999,0.917,39.889053847187206,-0.009009009009008893,-0.040348964013086186,0.8240710514764887,1.0099289485235114,0.20268036755400512,0.3009231752437242,-0.04463386090398158,-0.04828600645508009,0.0036521455510985096,0.03908897645954505,0.044419291431301196,0.03047767853510178,-3409768.0,32.08165920529208,42.98245614035086,38.7617594711416,3,9,0.0,-0.022222222222222254,-0.08333333333333326,0.9,0.022727272727272707,1,0.87,-0.011428695823622744,0,0.9,0.022472855852058576,1,0.9,0.022472855852058576,1
25,2016-09-23,0.88,0.93,0.88,0.9,417742.0,670.73,674.09,670.3,674.09,99084600.0,671.38,668.48,663.37,0.004338200095739486,0.0,662.4860000000001,321516.6,0.8829999999999999,0.914,44.14090516933507,0.019252548131370475,-0.015317286652078788,0.8230633534585108,1.0049366465414893,0.19898609746496554,0.42302333254826696,-0.04079708308280139,-0.046788221780624355,0.005991138697822966,0.039868335283863285,0.04429815031540365,0.022135943621181306,-2992026.0,31.101810162161392,52.92397660818714,44.834307992202724,4,9,0.034482758620689724,-0.05263157894736836,-0.06249999999999989,0.87,-0.033333333333333326,0,0.9,0.0,0,0.9,0.0,0,0.9,0.0,0
26,2016-09-26,0.9,0.92,0.87,0.87,553655.0,674.09,677.04,671.51,677.04,91965270.0,674.09,671.38,668.48,0.00403646221216003,0.022727272727272707,667.042,266674.2,0.8769999999999999,0.907,39.614488765729625,-0.007981755986316872,-0.04079382579933851,0.8261883280967982,0.9878116719032018,0.1781955279012168,0.27107267348509057,-0.0397192989427565,-0.04537443721305078,0.005655138270294284,0.040592025620730214,0.046657500713483006,0.014944341180977214,-3545681.0,30.435405465305145,54.44444444444445,50.11695906432748,0,9,0.0,-0.06451612903225812,-0.13861386138613863,0.87,0.0,0,0.9,0.033901551675681416,1,0.9,0.033901551675681416,1,0.9,0.033901551675681416,1
27,2016-09-27,0.87,0.88,0.87,0.87,225973.0,676.61,684.89,676.24,684.89,115019350.0,677.04,674.09,671.38,0.004376270230977974,-0.033333333333333326,670.872,335651.2,0.8739999999999999,0.9025000000000001,39.61448876572963,-0.0045766590389014795,-0.036011080332410066,0.8241284154609646,0.9808715845390356,0.17367664163775173,0.2926544410760738,-0.0384222395858238,-0.043983997687605386,0.005561758101781583,0.03840688093353522,0.044145840153488755,0.012649110640678212,-3545681.0,29.81660110393863,53.333333333333336,53.567251461988306,1,9,0.0,-0.033333333333333326,-0.09375,0.9,0.034482758620689724,1,0.9,0.033901551675681416,1,0.9,0.033901551675681416,1,0.9,0.033901551675681416,1
28,2016-09-28,0.87,0.93,0.87,0.9,412983.0,684.99,687.77,682.98,686.72,111646620.0,684.89,677.04,674.09,0.011594588207491485,0.0,675.176,334574.0,0.8789999999999999,0.8985000000000001,46.03269102370109,0.023890784982935304,0.0016694490818029446,0.8291344541766612,0.967865545823339,0.1544029957113831,0.5108122842702064,-0.034575002316593606,-0.04210219861340303,0.007527196296809424,0.039949246581139866,0.044388051756822075,0.011972189997383548,-3132698.0,27.82706301758845,53.333333333333336,53.7037037037037,2,9,0.022727272727272707,0.05882352941176472,-0.08163265306122447,0.9,0.0,0,0.87,-0.03390155167568134,0,0.9,0.0,0,0.9,0.0,0
29,2016-09-29,0.88,0.92,0.88,0.9,652330.0,689.82,692.17,685.91,688.55,109747830.0,686.72,684.89,677.04,0.002671961920892363,0.034482758620689724,678.824,382870.6,0.8809999999999999,0.8955000000000001,46.032691023701084,0.021566401816118196,0.0050251256281406455,0.8324294463569296,0.9585705536430705,0.1408610913301406,0.5356743340598086,-0.031166767962449216,-0.03991511248321227,0.008748344520763056,0.03995287182534418,0.04439207980593798,0.013703203194067242,-3132698.0,25.979634794549003,60.000000000000014,55.55555555555556,3,9,0.022727272727272707,0.022727272727272707,-0.06249999999999989,0.9,0.0,0,0.92,0.021978906718775167,1,0.9,0.0,0,0.92,0.021978906718775167,1
30,2016-09-30,0.9,0.9,0.87,0.9,624300.0,688.05,689.12,684.62,685.73,102428420.0,688.55,686.72,684.89,0.0026648415657035684,0.0,682.258,452536.6,0.8839999999999999,0.8915000000000002,46.03269102370109,0.01809954751131236,0.009534492428491127,0.842392170203014,0.9406078297969863,0.11016899561858917,0.5865442439132335,-0.02814132203869002,-0.03756035439430782,0.0094190323556178,0.03924195240924819,0.043602169343609096,0.014298407059688874,-3132698.0,24.298759987301587,70.08547008547009,61.13960113960115,4,9,0.0,0.034482758620689724,-0.08163265306122447,0.87,-0.033333333333333326,0,0.95,0.05406722127027579,1,0.9,0.0,0,0.95,0.05406722127027579,1
31,2016-10-03,0.9,0.9,0.87,0.87,399054.0,687.68,688.42,681.99,683.05,108519140.0,685.73,688.55,686.72,-0.004095563139931646,0.0,684.586,493848.2,0.8839999999999999,0.8885000000000001,40.63799504635175,-0.015837104072398082,-0.020821609454136265,0.842035525738233,0.9349644742617671,0.10459082557516494,0.30092317524377254,-0.027843421989719674,-0.035616967913390196,0.007773545923670522,0.03858181295144476,0.04434691143844226,0.014298407059688874,-3531752.0,22.73794766628613,65.81196581196579,65.2991452991453,0,10,0.0,0.0,-0.06451612903225812,0.92,0.05747126436781613,1,0.95,0.08796877294595701,1,0.92,0.05588045839445663,1,0.95,0.08796877294595701,1
32,2016-10-04,0.88,0.95,0.88,0.92,1469081.0,682.82,689.17,680.24,684.2,111644670.0,683.05,685.73,688.55,-0.003908243769413677,-0.033333333333333326,685.788,462928.0,0.8889999999999999,0.8895000000000001,50.95451214731301,0.03487064116985393,0.03428892636312532,0.8411699940649129,0.9378300059350873,0.10866780423853216,0.8155389639405902,-0.02330411657255238,-0.033154397645222634,0.009850281072670254,0.04154025488348442,0.045152450960309155,0.017288403306523255,-2062671.0,22.40641499691435,70.25641025641025,68.7179487179487,1,10,0.05747126436781613,0.05747126436781613,0.022222222222222143,0.95,0.032608695652173836,1,0.93,0.010810916104215676,0,0.95,0.03208831455150045,1,0.95,0.03208831455150045,1
33,2016-10-05,0.92,0.96,0.92,0.95,811922.0,686.41,689.5,685.48,687.04,106465990.0,684.2,683.05,685.73,0.0016836249176488405,0.05747126436781613,685.65,711549.6,0.8959999999999999,0.893,55.906043616314506,0.0602678571428572,0.06382978723404248,0.8379020011825697,0.9480979988174303,0.12339977338730183,1.0172601657355291,-0.01708894433320418,-0.029941306982818945,0.012852362649614764,0.041430236677521264,0.043610775450022385,0.025473297566059285,-1250749.0,22.34078141261091,75.86538461538461,70.64458689458688,2,10,0.05555555555555558,0.07954545454545459,0.07954545454545459,0.95,0.0,0,0.93,-0.02127739844728485,0,0.95,0.0,0,0.95,0.0,0
34,2016-10-06,0.95,0.96,0.92,0.95,633607.0,689.1,690.93,687.32,687.32,140831260.0,687.04,684.2,683.05,0.004150833089739736,0.032608695652173836,685.714,791337.4,0.9029999999999999,0.8955000000000001,55.906043616314506,0.05204872646733117,0.06085985482970394,0.8348109738524488,0.9561890261475513,0.13554221361820484,0.9490103356370873,-0.012024761589176869,-0.026357997904090533,0.014333236314913664,0.04132807691484119,0.04350323885772757,0.02983286778035445,-1250749.0,22.279835941471998,87.5462962962963,77.88936372269706,3,10,0.05555555555555558,0.07954545454545459,0.05555555555555558,0.93,-0.021052631578947323,0,0.93,-0.02127739844728485,0,0.95,0.0,0,0.93,-0.02127739844728485,0
35,2016-10-07,0.95,0.96,0.93,0.93,601762.0,689.51,690.19,680.26,683.95,128830960.0,687.32,687.04,684.2,0.00040754541220322515,0.0,685.4680000000001,787592.8,0.9059999999999999,0.8945000000000001,51.8580936136578,0.026490066225165712,0.039686975964225796,0.8370177372895159,0.9519822627104843,0.12852378470762252,0.8087909063253101,-0.009515504321472634,-0.022989499187566955,0.01347399486609432,0.040518928563781115,0.043568740391162486,0.03098386676966111,-1852511.0,22.22324371827158,83.10185185185186,82.17117758784426,4,10,0.03333333333333344,0.03333333333333344,-0.021052631578947323,0.93,0.0,0,0.93,0.0,0,0.95,0.02127739844728488,1,0.93,0.0,0
36,2016-10-10,0.93,0.95,0.92,0.93,372273.0,684.05,684.46,674.19,674.19,119618590.0,683.95,687.32,687.04,-0.004903101903043661,-0.021052631578947323,685.112,783085.2,0.9119999999999999,0.8945,51.8580936136578,0.0197368421052633,0.03968697596422592,0.8370177372895158,0.9519822627104841,0.12852378470762255,0.8087909063253111,-0.0074411232220295,-0.019879823994459464,0.012438700772429964,0.039767576523511046,0.04276083497151725,0.028982753492380747,-1852511.0,21.744022480455342,74.07407407407412,81.57407407407409,0,10,0.06896551724137945,0.06896551724137945,0.0,0.93,0.0,0,0.98,0.05236798551731594,1,0.95,0.02127739844728488,1,0.98,0.05236798551731594,1
37,2016-10-11,0.93,0.93,0.92,0.93,467800.0,677.63,682.36,669.2,682.36,126219300.0,674.19,683.95,687.32,-0.014270048980188577,0.0,683.34,777729.0,0.9179999999999999,0.8959999999999999,51.8580936136578,0.013071895424836735,0.037946428571428735,0.8363872143703412,0.9556127856296586,0.13306425363763094,0.7851737227247136,-0.005731096739878483,-0.01705007854354327,0.011318981803664786,0.03764132105754599,0.040474538771554824,0.02529822128134914,-1852511.0,21.29903133105455,66.66666666666674,74.61419753086423,1,10,0.010869565217391353,0.06896551724137945,0.03333333333333344,0.93,0.0,0,0.96,0.03174869831458027,1,0.95,0.02127739844728488,1,0.98,0.05236798551731594,1
38,2016-10-12,0.93,0.96,0.93,0.93,663032.0,683.88,686.18,681.12,682.45,107650470.0,682.36,674.19,683.95,0.012118245598421673,0.0,682.972,577472.8,0.9209999999999999,0.8999999999999999,51.85809361365779,0.009771986970684168,0.03333333333333349,0.8426919680470782,0.9573080319529216,0.1273511821176037,0.7617434151694916,-0.004326020758251614,-0.014505266986484938,0.010179246228233324,0.03709551241057843,0.039887647753310135,0.02469817807045908,-1852511.0,21.76738654195603,66.66666666666674,69.13580246913587,2,10,-0.021052631578947323,0.03333333333333344,0.09411764705882364,0.98,0.053763440860215006,1,0.98,0.05236798551731594,1,0.98,0.05236798551731594,1,0.98,0.05236798551731594,1
